hand_id,hero_position,hero_position_type,hero_open_position,hero_3b_position,pot_type,hero_squeeze,final_pot_type,hero_stack,hero_cards,SB_BB,flop_cards,turn_card,river_card,preflop_actions,preflop_action_1st_bet,preflop_action_3B,preflop_action_4B,preflop_action_5B,preflop_action_limp,preflop_action_limp_fold,preflop_action_limp_call,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot,cash_drop,IP_Cbet_Flop,OOP_Cbet_Flop,IP_Cbet_Response,OOP_Cbet_Response,OOP_Donk_Flop,Miss_Cbet_OOP,Miss_Cbet_OOP_Response,Miss_Cbet_IP,Miss_Cbet_IP_Response
RC3337279197,Hero(BTN),NA,,,limped,NO,fold,167BB,Qc 7s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337279087,Hero(SB),NA,,,SRP,NO,fold,168BB,2d 2s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3337279043,Hero(BTN),NA,,,4B,NO,fold,168BB,6s 3c,$0.02/$0.05,,,,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 8.8BB; Opp(BB): raises 21.0BB; Opp(UTG): folds; Opp(SB): folds,Opp(UTG): raises 2.6BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds,Opp(SB): raises 8.8BB,Opp(BB): raises 21.0BB; Opp(UTG): folds; Opp(SB): folds,,,,,21.6BB,,0BB,,0BB,,0BB,0BB,20.2BB,,,,,,NO,,,,
RC3337278973,Hero(SB),NA,,,3B,NO,fold,168BB,2h 3d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): raises 11.0BB; Opp(BTN): folds,Opp(BTN): raises 2.6BB; Hero(SB): folds,Opp(BB): raises 11.0BB; Opp(BTN): folds,,,,,,6.6BB,,0BB,,0BB,,0BB,-0.4BB,5.6BB,,,,,,NO,,,,
RC3337278676,Hero(CO),OOP,CO,,SRP,NO,multi,160BB,9c 9d,$0.02/$0.05,7d 3h 8d,7c,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,Hero(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,,,,,,,8.0BB,Opp(SB): checks; Opp(BB): checks; Hero(CO): bets 2.8BB; Opp(BTN): folds; Opp(SB): calls 2.8BB; Opp(BB): folds; ,13.6BB,Opp(SB): checks; Hero(CO): bets 6.8BB; Opp(SB): folds; ,13.6BB,,0BB,8.2BB,13.6BB,,NO,NO,,,NO,YES,,YES,
RC3337278645,Hero(MP),NA,,,3B,NO,fold,160BB,9c Kd,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): raises 10.0BB; Opp(CO): folds; Opp(BTN): folds,Opp(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): folds,Opp(BB): raises 10.0BB; Opp(CO): folds; Opp(BTN): folds,,,,,,7.4BB,,0BB,,0BB,,0BB,0BB,6.4BB,,,,,,NO,,,,
RC3337278613,Hero(CO),NA,,,limped,NO,fold,160BB,7c 3c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337278590,Hero(BB),NA,,,SRP,NO,fold,161BB,3d 8h,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3337278565,Hero(BB),NA,,,3B,NO,1v1,162BB,6d 7h,$0.02/$0.05,8h 9d 3s,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): raises 6.2BB; Opp(SB): folds; Hero(BB): folds; Opp(MP): calls 4.2BB,Opp(MP): raises 2.0BB; Opp(CO): folds,Opp(BTN): raises 6.2BB; Opp(SB): folds; Hero(BB): folds; Opp(MP): calls 4.2BB,,,,,,13.8BB,Opp(MP): checks; Opp(BTN): bets 10.0BB; Opp(MP): folds; ,13.8BB,,0BB,,0BB,-1.0BB,13.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337278534,Hero(CO),NA,,,SRP,NO,1v1,162BB,2h 9d,$0.02/$0.05,Kc Js Jc,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): calls 2.0BB,Opp(SB): raises 3.0BB; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(SB): bets 2.0BB; Opp(BB): folds; ,6.4BB,,0BB,,0BB,0BB,6.0BB,,,NO,,IP fold,YES,,,,
RC3337278506,Hero(UTG),NA,,,limped,NO,fold,162BB,8c Js,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337278480,Hero(BTN),NA,,,SRP,NO,fold,162BB,3h 4h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337278421,Hero(CO),NA,,,SRP,NO,1v1,162BB,7h 5c,$0.02/$0.05,Ts 5d Tc,5s,6d,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): calls 2.0BB,Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(BB): bets 1.0BB; Opp(BTN): calls 1.0BB; ,8.4BB,Opp(BB): checks; Opp(BTN): checks; ,8.4BB,Opp(BB): bets 4.8BB; Opp(BTN): folds; ,8.4BB,0BB,8.4BB,,NO,NO,,IP call,YES,YES,,YES,
RC3337278333,Hero(MP),IP,MP,,SRP,NO,fold,160BB,Jc Ah,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,1.4BB,2.4BB,,,,,,NO,,,,
RC3337278308,Hero(BTN),NA,,,limped,NO,fold,160BB,6h 3d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337278276,Hero(SB),NA,,,3B,NO,1v1,161BB,Jc 2c,$0.02/$0.05,Ad Ts Ks,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): raises 6.0BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 5.0BB; Opp(MP): folds,Opp(MP): raises 2.0BB,Opp(CO): raises 6.0BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): calls 5.0BB; Opp(MP): folds,,,,,,14.4BB,Opp(BB): checks; Opp(CO): bets 4.8BB; Opp(BB): folds; ,14.4BB,,0BB,,0BB,-0.4BB,14.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337278096,Hero(UTG),NA,UTG,,3B,NO,1v1,163BB,Jh Qh,$0.02/$0.05,2c Jc Tc,5c,Js,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): raises 12.8BB; Opp(BB): folds; Hero(UTG): folds; Opp(BTN): calls 10.8BB,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB,Opp(SB): raises 12.8BB; Opp(BB): folds; Hero(UTG): folds; Opp(BTN): calls 10.8BB,,,,,,29.0BB,Opp(SB): bets 9.6BB; Opp(BTN): calls 9.6BB; ,48.2BB,Opp(SB): checks; Opp(BTN): checks; ,48.2BB,Opp(SB): checks; Opp(BTN): bets 15.6BB; Opp(SB): calls 15.6BB; ,79.4BB,-2.0BB,79.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3337277673,Hero(CO),IP,CO,,SRP,NO,multi,159BB,Jc Ad,$0.02/$0.05,Qc Td 5s,Ah,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,,,,,,,6.0BB,Opp(SB): checks; Opp(BB): checks; Hero(CO): checks; ,6.0BB,Opp(SB): checks; Opp(BB): checks; Hero(CO): bets 3.2BB; Opp(SB): folds; Opp(BB): folds; ,6.0BB,,0BB,3.8BB,6.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337277646,Hero(SB),NA,,,limped,NO,fold,159BB,7c Td,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3337277626,Hero(CO),NA,,,SRP,NO,multi,159BB,Jd 9h,$0.02/$0.05,5d 4s Th,4d,Qs,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): folds,,,,,,,7.0BB,Opp(SB): checks; Opp(UTG): bets 3.6BB; Opp(BTN): calls 3.6BB; Opp(SB): calls 3.6BB; ,17.8BB,Opp(SB): checks; Opp(UTG): bets 9.0BB; Opp(BTN): calls 9.0BB; Opp(SB): folds; ,35.8BB,Opp(UTG): checks; Opp(BTN): bets 18.0BB; Opp(UTG): calls 18.0BB; ,71.8BB,0BB,71.8BB,,NO,NO,,,NO,YES,,YES,
RC3337277603,Hero(BTN),NA,,,SRP,NO,fold,159BB,Ks 7c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337277568,Hero(BB),NA,,,SRP,NO,fold,160BB,Jc 2h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3337277544,Hero(MP),NA,,,SRP,NO,1v1,160BB,4h 3s,$0.02/$0.05,Qh 8c 5s,As,3d,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,Opp(BB): checks; Opp(BTN): checks; ,5.6BB,Opp(BB): checks; Opp(BTN): bets 2.8BB; Opp(BB): calls 2.8BB; ,11.2BB,Opp(BB): checks; Opp(BTN): checks; ,11.2BB,0BB,11.2BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337277519,Hero(MP),NA,,,limped,NO,fold,160BB,4c Ad,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337277455,Hero(BTN),NA,,,SRP,NO,1v1,160BB,Ah 6h,$0.02/$0.05,3s 5h 3c,Ks,Qd,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): folds,,,,,,,5.0BB,Opp(SB): checks; Opp(MP): bets 1.8BB; Opp(SB): calls 1.8BB; ,8.6BB,Opp(SB): checks; Opp(MP): checks; ,8.6BB,Opp(SB): checks; Opp(MP): checks; ,8.6BB,0BB,8.6BB,,YES,NO,OOP call,,NO,YES,,,
RC3337277427,Hero(MP),NA,,,3B,NO,fold,160BB,6d 9h,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): raises 4.8BB; Opp(SB): folds,Opp(SB): raises 2.0BB,Opp(BB): raises 4.8BB; Opp(SB): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,0BB,4.0BB,,,,,,NO,,,,
RC3337277404,Hero(UTG),NA,,,SRP,NO,fold,160BB,Jd 6d,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337277155,Hero(SB),OOP,,,SRP,NO,1v1,162BB,7d 6d,$0.02/$0.05,9s Kd Jc,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 1.6BB; Opp(BB): folds,,,,,,,5.0BB,Hero(SB): checks; Opp(MP): bets 1.8BB; Hero(SB): folds; ,5.0BB,,0BB,,0BB,-2.0BB,5.0BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337276893,Hero(BB),OOP,,,SRP,NO,multi,165BB,2s 2h,$0.02/$0.05,As Qs 4c,5s,Kc,Opp(UTG): raises 2.4BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 2.0BB; Hero(BB): calls 1.4BB,Opp(UTG): raises 2.4BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): calls 2.0BB; Hero(BB): calls 1.4BB,,,,,,,7.2BB,Opp(SB): checks; Hero(BB): checks; Opp(UTG): bets 3.6BB; Opp(SB): calls 3.6BB; Hero(BB): folds; ,14.4BB,Opp(SB): checks; Opp(UTG): checks; ,14.4BB,Opp(SB): bets 7.2BB; Opp(UTG): calls 7.2BB; ,28.8BB,-2.4BB,28.8BB,,YES,NO,OOP call,,NO,YES,,,
RC3337276865,Hero(SB),NA,,,limped,NO,fold,165BB,4d 2s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3337276663,Hero(BB),OOP,,,SRP,NO,1v1,167BB,Js 9d,$0.02/$0.05,Ah 4c 3c,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,,,,,,,4.4BB,Hero(BB): checks; Opp(MP): bets 1.6BB; Hero(BB): folds; ,4.4BB,,0BB,,0BB,-2.0BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337276635,Hero(UTG),NA,,,SRP,NO,1v1,167BB,Th 8d,$0.02/$0.05,6s Qc 8h,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): calls 1.4BB,Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): calls 1.4BB,,,,,,,5.2BB,Opp(BB): checks; Opp(BTN): bets 1.8BB; Opp(BB): folds; ,5.2BB,,0BB,,0BB,0BB,5.2BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337276468,Hero(UTG),NA,,,SRP,NO,1v1,167BB,5c 8d,$0.02/$0.05,Ah 2d 9s,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.4BB; Opp(SB): calls 2.0BB; Opp(BB): folds,Opp(BTN): raises 2.4BB; Opp(SB): calls 2.0BB; Opp(BB): folds,,,,,,,5.8BB,Opp(SB): bets 3.0BB; Opp(BTN): folds; ,5.8BB,,0BB,,0BB,0BB,5.8BB,,,NO,,IP fold,YES,,,,
RC3337276048,Hero(CO),IP,CO,,SRP,NO,1v1,165BB,Ad Js,$0.02/$0.05,Ah 5h 5c,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(CO): bets 2.4BB; Opp(BB): folds; ,4.4BB,,0BB,,0BB,2.2BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337276027,Hero(UTG),NA,,,SRP,NO,1v1,165BB,Jc 8s,$0.02/$0.05,7c 9c Th,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): bets 1.6BB; Opp(CO): folds; ,4.4BB,,0BB,,0BB,0BB,4.4BB,,,NO,,IP fold,YES,,,,
RC3337275970,Hero(BTN),NA,,,SRP,NO,multi,165BB,Jc Qd,$0.02/$0.05,Jh 3c As,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): calls 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(MP): raises 2.0BB; Opp(CO): calls 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,6.4BB,Opp(BB): checks; Opp(MP): checks; Opp(CO): bets 2.0BB; Opp(BB): folds; Opp(MP): folds; ,6.4BB,,0BB,,0BB,0BB,6.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337275943,Hero(UTG),NA,,,limped,NO,fold,165BB,Js 7d,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3337275916,Hero(BTN),NA,,,SRP,NO,1v1,165BB,Jc 8h,$0.02/$0.05,5c 9d Kc,Js,,Opp(UTG): raises 2.2BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,Opp(UTG): raises 2.2BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,,,,,,,4.8BB,Opp(BB): checks; Opp(UTG): bets 2.4BB; Opp(BB): calls 2.4BB; ,9.6BB,Opp(BB): checks; Opp(UTG): bets 4.8BB; Opp(BB): folds; ,9.6BB,,0BB,0BB,9.6BB,,YES,NO,OOP call,,NO,YES,,,
RC3337275825,Hero(BB),NA,,,SRP,NO,1v1,166BB,4s Ac,$0.02/$0.05,7h 2d Ah,6h,,Opp(UTG): raises 2.0BB; Opp(MP): calls 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): calls 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,5.4BB,Opp(UTG): checks; Opp(MP): checks; ,5.4BB,Opp(UTG): bets 1.8BB; Opp(MP): folds; ,5.4BB,,0BB,-1.0BB,5.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337275796,Hero(CO),NA,,,SRP,NO,1v1,166BB,6d Ts,$0.02/$0.05,4h Kc Tc,3d,Jd,Opp(UTG): raises 3.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 2.0BB,Opp(UTG): raises 3.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(BB): checks; Opp(UTG): checks; ,6.4BB,Opp(BB): checks; Opp(UTG): bets 2.2BB; Opp(BB): calls 2.2BB; ,10.8BB,Opp(BB): checks; Opp(UTG): checks; ,10.8BB,0BB,10.8BB,,NO,NO,,,NO,YES,IP check,YES,
RC3337275152,Hero(SB),OOP,,,limped,NO,1v1,169BB,Th 9h,$0.02/$0.05,Js 6d 7c,Qd,2d,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 0.6BB; Opp(BB): checks,,,,,Hero(SB): calls 0.6BB,,,2.0BB,Hero(SB): checks; Opp(BB): bets 1.6BB; Hero(SB): calls 1.6BB; ,5.2BB,Hero(SB): checks; Opp(BB): checks; ,5.2BB,Hero(SB): checks; Opp(BB): checks; ,5.2BB,-2.6BB,5.2BB,,YES,NO,OOP call,,NO,YES,,,
RC3337275126,Hero(UTG),NA,,,SRP,NO,fold,169BB,4d Ac,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3337275099,Hero(SB),NA,,,SRP,NO,1v1,169BB,2s Th,$0.02/$0.05,4d Ts Ac,Js,Ah,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): calls 2.0BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): calls 2.0BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,5.4BB,Opp(MP): bets 2.8BB; Opp(CO): calls 2.8BB; ,11.0BB,Opp(MP): bets 5.6BB; Opp(CO): calls 5.6BB; ,22.2BB,Opp(MP): checks; Opp(CO): bets 7.4BB; Opp(MP): calls 7.4BB; ,37.0BB,-0.4BB,37.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3337275074,Hero(BB),NA,,,SRP,NO,fold,170BB,6c 2s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.4BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(MP): raises 2.4BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3337275045,Hero(UTG),NA,,,3B,NO,1v1,170BB,As 4c,$0.02/$0.05,Ks Jc Qs,3s,4d,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): raises 8.0BB; Opp(BTN): calls 6.0BB,Opp(BTN): raises 2.0BB; Opp(SB): folds,Opp(BB): raises 8.0BB; Opp(BTN): calls 6.0BB,,,,,,17.4BB,Opp(BB): bets 5.6BB; Opp(BTN): calls 5.6BB; ,28.6BB,Opp(BB): checks; Opp(BTN): bets 13.8BB; Opp(BB): calls 13.8BB; ,56.2BB,Opp(BB): checks; Opp(BTN): bets 41.4BB; Opp(BB): calls 41.4BB; ,139.0BB,0BB,138.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3337275020,Hero(BTN),NA,,,SRP,NO,1v1,170BB,4d 9s,$0.02/$0.05,Qs 2s 7h,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,Opp(CO): raises 2.2BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,,,,,,,4.8BB,Opp(BB): checks; Opp(CO): bets 4.0BB; Opp(BB): folds; ,4.8BB,,0BB,,0BB,0BB,4.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3337274995,Hero(UTG),NA,,,3B,NO,fold,170BB,Ac 9s,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(CO): folds,Opp(CO): raises 2.6BB; Opp(BTN): folds,Opp(SB): raises 9.0BB; Opp(BB): folds; Opp(CO): folds,,,,,,6.6BB,,0BB,,0BB,,0BB,0BB,6.2BB,,,,,,NO,,,,
RC3337224699,Hero(SB),OOP,,,limped,NO,1v1,167BB,7c 7h,$0.02/$0.05,3d Js 2d,6c,Qs,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): calls 0.6BB; Opp(BB): checks,,,,,Hero(SB): calls 0.6BB,,,2.0BB,Hero(SB): checks; Opp(BB): bets 2.0BB; Hero(SB): calls 2.0BB; ,6.0BB,Hero(SB): checks; Opp(BB): checks; ,6.0BB,Hero(SB): checks; Opp(BB): checks; ,6.0BB,2.8BB,6.0BB,,YES,NO,OOP call,,NO,YES,,,
RC3337224673,Hero(BB),NA,,,SRP,NO,fold,168BB,9c 3c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Hero(BB): folds,Opp(SB): raises 3.0BB; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.0BB,,,,,,NO,,,,
