hand_id,hero_position,hero_position_type,hero_open_position,hero_3b_position,pot_type,hero_squeeze,final_pot_type,hero_stack,hero_cards,SB_BB,flop_cards,turn_card,river_card,preflop_actions,preflop_action_1st_bet,preflop_action_3B,preflop_action_4B,preflop_action_5B,preflop_action_limp,preflop_action_limp_fold,preflop_action_limp_call,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot,cash_drop,IP_Cbet_Flop,OOP_Cbet_Flop,IP_Cbet_Response,OOP_Cbet_Response,OOP_Donk_Flop,Miss_Cbet_OOP,Miss_Cbet_OOP_Response,Miss_Cbet_IP,Miss_Cbet_IP_Response
RC3334599433,Hero(BTN),NA,,,3B,NO,fold,102BB,Kh Jc,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): raises 14.0BB; Opp(UTG): folds; Hero(BTN): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): calls 2.0BB; Opp(SB): folds,Opp(BB): raises 14.0BB; Opp(UTG): folds; Hero(BTN): folds,,,,,,7.4BB,,0BB,,0BB,,0BB,-2.0BB,6.4BB,,,,,,NO,,,,
RC3334599394,Hero(SB),NA,,,SRP,NO,fold,101BB,5h 8d,$0.02/$0.05,,,,Opp(UTG): raises 3.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(UTG): raises 3.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334599366,Hero(BB),IP,,,limped,NO,fold,102BB,7s Jh,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB,,,,,,NO,,,,
RC3334599327,Hero(MP),NA,,,SRP,NO,fold,102BB,4h Ah,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): folds,Opp(SB): raises 2.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3334599303,Hero(CO),NA,,,SRP,NO,fold,102BB,Ac 4s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334599281,Hero(UTG),NA,,,3B,NO,fold,102BB,4h 5s,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): raises 9.0BB; Opp(BTN): folds,Opp(BTN): raises 2.0BB; Opp(SB): folds,Opp(BB): raises 9.0BB; Opp(BTN): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,0BB,4.4BB,,,,,,NO,,,,
RC3334599247,Hero(BTN),NA,,,3B,NO,1v1,102BB,Kd 6h,$0.02/$0.05,Th Qd 7s,5c,Kc,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 8.2BB; Opp(BB): folds; Opp(MP): calls 5.6BB,Opp(MP): raises 2.6BB; Opp(CO): folds; Hero(BTN): folds,Opp(SB): raises 8.2BB; Opp(BB): folds; Opp(MP): calls 5.6BB,,,,,,17.8BB,Opp(SB): bets 4.0BB; Opp(MP): calls 4.0BB; ,25.8BB,Opp(SB): checks; Opp(MP): checks; ,25.8BB,Opp(SB): checks; Opp(MP): checks; ,25.8BB,0BB,25.4BB,,NO,NO,,IP call,YES,YES,,YES,
RC3334599220,Hero(SB),NA,,,SRP,NO,fold,103BB,As 5h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334599166,Hero(SB),NA,,,SRP,NO,fold,103BB,4d Tc,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 3.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 3.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334599087,Hero(UTG),IP,UTG,,SRP,NO,fold,102BB,Qc Ad,$0.02/$0.05,,,,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,1.4BB,2.4BB,,,,,,NO,,,,
RC3334599060,Hero(MP),NA,,,SRP,NO,1v1,102BB,3c As,$0.02/$0.05,Ah 7c 3s,5s,Ad,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.4BB,Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.4BB,,,,,,,5.2BB,Opp(BB): checks; Opp(CO): bets 1.8BB; Opp(BB): calls 1.8BB; ,8.8BB,Opp(BB): checks; Opp(CO): checks; ,8.8BB,Opp(BB): bets 3.0BB; Opp(CO): folds; ,8.8BB,0BB,8.8BB,,YES,NO,OOP call,,NO,YES,,,
RC3334598706,Hero(BB),OOP,,,SRP,NO,1v1,104BB,As 9s,$0.02/$0.05,6c 6s 5c,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero(BB): calls 1.2BB,Opp(BTN): raises 2.2BB; Opp(SB): folds; Hero(BB): calls 1.2BB,,,,,,,4.8BB,Hero(BB): checks; Opp(BTN): bets 1.4BB; Hero(BB): folds; ,4.8BB,,0BB,,0BB,-2.2BB,4.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334598640,Hero(UTG),NA,,,limped,NO,fold,104BB,As 3d,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334598536,Hero(CO),IP,CO,,SRP,NO,fold,103BB,9h 9c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,1.4BB,2.4BB,,,,,,NO,,,,
RC3334598503,Hero(CO),NA,,,SRP,NO,1v1,103BB,Ac 7d,$0.02/$0.05,8s Qc 4s,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(UTG): bets 4.4BB; Opp(BB): folds; ,4.4BB,,0BB,,0BB,0BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334598474,Hero(UTG),NA,,,SRP,NO,1v1,103BB,8h 7d,$0.02/$0.05,Qh 4h Qc,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,Opp(CO): raises 2.2BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,,,,,,,4.8BB,Opp(BB): checks; Opp(CO): bets 2.4BB; Opp(BB): folds; ,4.8BB,,0BB,,0BB,0BB,4.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334598447,Hero(BB),NA,,,SRP,NO,fold,104BB,5s Ts,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.6BB; Hero(BB): folds,Opp(SB): raises 2.6BB; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.0BB,,,,,,NO,,,,
RC3334598417,Hero(CO),NA,,,SRP,NO,fold,104BB,As 4c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.2BB; Opp(BB): folds,Opp(SB): raises 3.2BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3334598389,Hero(SB),NA,,,SRP,NO,fold,104BB,7s Qs,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334598362,Hero(BB),NA,,,5B,NO,1v1,105BB,2d Kh,$0.02/$0.05,Ks Qd Ad,Th,Qh,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): calls 2.0BB; Opp(SB): raises 7.4BB; Hero(BB): folds; Opp(CO): calls 5.4BB; Opp(BTN): raises 30.6BB; Opp(SB): folds; Opp(CO): raises 107.2BB; Opp(BTN): calls 76.6BB; a4461af6: shows [9h 9d]; 73ccb7bc: shows [8s 8h],Opp(CO): raises 2.0BB; Opp(BTN): calls 2.0BB,Opp(SB): raises 7.4BB; Hero(BB): folds; Opp(CO): calls 5.4BB,Opp(BTN): raises 30.6BB; Opp(SB): folds,Opp(CO): raises 107.2BB; Opp(BTN): calls 76.6BB; a4461af6: shows [9h 9d]; 73ccb7bc: shows [8s 8h],,,,232.6BB,,232.6BB,,232.6BB,,0BB,-1.0BB,222.8BB,,,,,,NO,,,,
RC3334598334,Hero(BTN),NA,,,SRP,NO,fold,105BB,4s 6d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3334598301,Hero(CO),NA,,,3B,NO,fold,105BB,Ad 2h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.4BB; Opp(BB): raises 7.0BB; Opp(SB): folds,Opp(SB): raises 2.4BB,Opp(BB): raises 7.0BB; Opp(SB): folds,,,,,,6.2BB,,0BB,,0BB,,0BB,0BB,4.8BB,,,,,,NO,,,,
RC3334598269,Hero(BTN),NA,,,SRP,NO,fold,105BB,9h 6c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334598239,Hero(UTG),NA,,,limped,NO,fold,105BB,9c 8h,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334598177,Hero(CO),NA,,,SRP,NO,1v1,105BB,8s Ks,$0.02/$0.05,7h 3d Tc,,,Opp(UTG): folds; Opp(MP): raises 2.2BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,Opp(MP): raises 2.2BB; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.2BB,,,,,,,4.8BB,Opp(BB): checks; Opp(MP): bets 1.2BB; Opp(BB): folds; ,4.8BB,,0BB,,0BB,0BB,4.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334598124,Hero(BTN),NA,,,limped,NO,fold,105BB,Ks 3c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334597796,Hero(BB),OOP,,,SRP,NO,1v1,107BB,Kc Jh,$0.02/$0.05,7d 6d Ts,4d,9s,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.0BB,,,,,,,4.4BB,Hero(BB): checks; Opp(MP): checks; ,4.4BB,Hero(BB): checks; Opp(MP): checks; ,4.4BB,Hero(BB): checks; Opp(MP): checks; ,4.4BB,-2.0BB,4.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334597767,Hero(BTN),NA,,,SRP,NO,fold,107BB,Qd 6h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): folds,Opp(SB): raises 2.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3334597577,Hero(CO),NA,CO,,3B,NO,fold,109BB,9h 9d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): raises 8.0BB; Opp(SB): folds; Opp(BB): folds; Hero(CO): folds,Hero(CO): raises 2.0BB,Opp(BTN): raises 8.0BB; Opp(SB): folds; Opp(BB): folds; Hero(CO): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,-2.0BB,5.4BB,,,,,,NO,,,,
RC3334597128,Hero(CO),IP,CO,,SRP,NO,1v1,105BB,9c 9h,$0.02/$0.05,3d Kd 5d,Kc,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(CO): checks; ,4.4BB,Opp(BB): checks; Hero(CO): bets 2.4BB; Opp(BB): folds; ,4.4BB,,0BB,2.2BB,4.4BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334597093,Hero(BB),IP,,,limped,NO,fold,106BB,Qc 5h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB,,,,,,NO,,,,
RC3334597065,Hero(CO),NA,,,limped,NO,fold,106BB,6s Td,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334597033,Hero(SB),NA,,,SRP,NO,fold,107BB,4d 5c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334597006,Hero(CO),NA,,,SRP,NO,1v1,107BB,9h Ac,$0.02/$0.05,7c 9c 3c,3s,Kc,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(UTG): checks; ,4.4BB,Opp(BB): bets 2.2BB; Opp(UTG): calls 2.2BB; ,8.8BB,Opp(BB): checks; Opp(UTG): checks; ,8.8BB,0BB,8.8BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334596978,Hero(SB),NA,,,limped,NO,fold,107BB,3s 5s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3334596936,Hero(CO),NA,,,SRP,NO,1v1,107BB,Qs 8s,$0.02/$0.05,7s Qc Qd,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(UTG): bets 3.2BB; Opp(BB): folds; ,4.4BB,,0BB,,0BB,0BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334596901,Hero(CO),NA,,,SRP,NO,1v1,107BB,2h Ad,$0.02/$0.05,3d Ah Jc,Jh,8c,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): calls 1.0BB,Opp(SB): raises 2.0BB; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(SB): bets 2.0BB; Opp(BB): raises 5.2BB; Opp(SB): calls 3.2BB; ,14.8BB,Opp(SB): checks; Opp(BB): checks; ,14.8BB,Opp(SB): checks; Opp(BB): bets 7.2BB; Opp(SB): calls 7.2BB; ,29.2BB,0BB,28.8BB,,NO,NO,,IP R,YES,YES,,YES,
RC3334596874,Hero(MP),NA,,,limped,NO,fold,107BB,6c 2s,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334596844,Hero(BB),NA,,,SRP,NO,fold,108BB,7d 3c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.4BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(MP): raises 2.4BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3334596817,Hero(MP),NA,,,limped,NO,fold,108BB,8d 2d,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334596784,Hero(UTG),NA,,,4B,NO,fold,108BB,Th Qc,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): raises 5.4BB; Opp(CO): raises 124.6BB; Opp(BB): folds,Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds,Opp(BB): raises 5.4BB,Opp(CO): raises 124.6BB; Opp(BB): folds,,,,,14.8BB,,0BB,,0BB,,0BB,0BB,11.2BB,,,,,,NO,,,,
RC3334596757,Hero(SB),NA,,,SRP,NO,fold,109BB,Td 6d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.2BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.2BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334596729,Hero(BTN),NA,,,SRP,NO,fold,109BB,4s 6c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334596703,Hero(CO),NA,,,limped,NO,fold,109BB,Qs 2c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3334596676,Hero(UTG),NA,,,SRP,NO,fold,109BB,7s Qs,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): folds,Opp(SB): raises 2.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3334596499,Hero(CO),NA,CO,,3B,NO,1v1,111BB,Jh Ad,$0.02/$0.05,4d Ts 2s,5s,2d,Opp(UTG): folds; Opp(MP): folds; Hero(CO): raises 2.0BB; Opp(BTN): raises 6.2BB; Opp(SB): folds; Opp(BB): calls 5.2BB; Hero(CO): folds,Hero(CO): raises 2.0BB,Opp(BTN): raises 6.2BB; Opp(SB): folds; Opp(BB): calls 5.2BB; Hero(CO): folds,,,,,,14.8BB,Opp(BB): checks; Opp(BTN): checks; ,14.8BB,Opp(BB): checks; Opp(BTN): checks; ,14.8BB,Opp(BB): checks; Opp(BTN): checks; ,14.8BB,-2.0BB,14.8BB,,NO,NO,,,NO,YES,IP check,YES,
RC3334596407,Hero(BB),NA,,,SRP,NO,fold,112BB,2c 9d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3334596382,Hero(MP),NA,,,SRP,NO,fold,112BB,9h 4d,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334596348,Hero(BTN),NA,,,SRP,NO,fold,112BB,3h Qh,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334596324,Hero(UTG),NA,,,SRP,NO,fold,112BB,3d Js,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.4BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334596295,Hero(SB),NA,,,limped,NO,fold,112BB,Kd 3c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3334596268,Hero(UTG),NA,,,SRP,NO,fold,112BB,9h Kc,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334595962,Hero(BTN),IP,BTN,,SRP,NO,1v1,110BB,4h 4d,$0.02/$0.05,6d 4c 9s,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(BTN): bets 3.6BB; Opp(BB): folds; ,4.4BB,,0BB,,0BB,2.2BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3334595935,Hero(SB),NA,,,SRP,NO,fold,110BB,2s Td,$0.02/$0.05,,,,Opp(UTG): raises 2.2BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.2BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3334595800,Hero(BB),IP,,,limped,NO,fold,110BB,8c 6c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB,,,,,,NO,,,,
RC3334595776,Hero(MP),NA,,,SRP,NO,fold,110BB,5h Kh,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3334595718,Hero(UTG),NA,,,SRP,NO,1v1,110BB,5h 9h,$0.02/$0.05,Kc 2h Js,Qc,,Hero(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): calls 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): calls 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,6.6BB,Opp(MP): checks; Opp(BTN): checks; ,6.6BB,Opp(MP): bets 5.0BB; Opp(BTN): folds; ,6.6BB,,0BB,0BB,6.6BB,,NO,NO,,,NO,YES,IP check,YES,
