hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,flop_actions,turn_actions,river_actions,result
RC3337176989,2,5.0,9d 4c,9s 2c 3c,Td,Th,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: bets $0.09; Opponent: calls $0.09; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.05; Opponent: calls $0.05; Opponent: shows [9c Jc] (Pair of Tens and Pair of Nines); Opponent: shows [7s 7c] (Pair of Tens and Pair of Sevens); ,Opponent collected $0.53 from pot
RC3337176965,3,5.0,6s 9d,Ks Ad 8c,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.1; ,,,Opponent collected $0.24 from pot
RC3337176930,6,5.0,5d Ts,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337176905,4,5.0,Ac 7s,,,,,,,,Opponent 3
RC3337176881,4,5.0,Td 6h,8c 7s 9c,Kd,Ad,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.06; Opponent: calls $0.06; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.4; Opponent: calls $0.4; Opponent: shows [8s 9s] (Pair of Nines and Pair of Eights); Opponent: shows [As Qd] (Pair of Aces); ,Opponent collected $1.11 from pot
RC3337176180,1,5.0,Ts 9s,,,,Opponent: raises $0.06 to $0.11; Hero: calls $0.11; Opponent: calls $0.06; Opponent: checks; Opponent: bets $0.27; Hero: calls $0.27; Opponent: raises $0.75 to $1.02; Opponent: raises $6.1 to $7.12 and is all-in; Opponent: calls $0.85 and is all-in; Opponent: shows [Ad Ah] (Pair of Aces); Opponent: shows [Ac 6c] (Ace-High); ,,,,Opponent collected $2.07 from pot
RC3337175978,2,5.01,7s 6s,Kh Qd 3s,7c,8d,Opponent: raises $0.05 to $0.1; Hero: calls $0.08; Opponent: calls $0.05; ,Hero: checks; Opponent: checks; Opponent: bets $0.3; Opponent: calls $0.3; ,Opponent: checks; Opponent: checks; ,Opponent: bets $1.22; ,Opponent collected $0.86 from pot
RC3337175955,3,5.06,9d Jh,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3337175840,4,5.16,Kc Qh,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; ,,,,Opponent 5
RC3337175799,4,5.16,Qd 5c,,,,,,,,Opponent 3
RC3337175775,4,5.16,Ah Ts,,,,,,,,Opponent 3
RC3337175746,4,5.16,As 9s,,,,,,,,Opponent 3
RC3337175697,1,5.16,3s As,Ad Ac Qs,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: bets $0.18; ,,,Opponent collected $0.23 from pot
RC3337175674,2,5.18,9c 8d,2c 4c 5h,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.1; ,,,Opponent collected $0.36 from pot
RC3337175469,3,5.07,Qc Jd,8h 9h Tc,2d,,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: checks; ,Hero: bets $0.18; ,,Hero collected $0.21 from pot
RC3337175448,5,5.07,Jd 2c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3337175302,4,5.0,Kc Kh,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337175280,6,5.0,9s Qd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337175260,3,5.05,Td 6h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337175232,1,5.05,2s As,,,,,,,,Opponent 3
RC3337175017,2,5.0,Js Qh,9d 3c 8h,Qs,,Hero: calls $0.03; Opponent: checks; ,Hero: checks; Opponent: checks; ,Hero: bets $0.05; ,,Hero collected $0.1 from pot
RC3337174978,5,5.0,6d Jd,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.45 to $0.6; ,,,,Opponent 2
RC3337174945,6,5.0,8c 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337174922,4,5.0,3d Jd,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3337174870,3,5.0,Ad Ts,Kc 7h Ks,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; Opponent: calls $0.22; ,Opponent: checks; Opponent: bets $0.2; ,,,Opponent collected $0.68 from pot
RC3337174837,6,5.0,6d 8d,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.3 to $0.4; ,,,,Opponent 3
RC3337174790,2,5.0,2d 2s,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; ,,,,Opponent 6
RC3337174746,1,5.0,5h Jc,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3337124583,6,5.0,As Td,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.25 to $0.35; ,,,,Opponent 1
RC3337124557,5,5.0,9d 8h,2d Jd 6c,4h,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.23; Opponent: raises $0.57 to $0.8; ,,Opponent collected $0.73 from pot
RC3337124502,2,5.0,Ah 6d,,,,,,,,Opponent 3
RC3337124480,1,5.0,3h 2d,,,,,,,,Opponent 3
RC3337124457,3,5.0,8d 2s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337124437,4,5.0,3s Kh,8c Qh 8h,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.34 to $0.44; Opponent: calls $0.34; ,Opponent: checks; Opponent: bets $0.34; ,,,Opponent collected $0.91 from pot
RC3337124409,6,5.0,Td 6d,,,,,,,,Opponent 3
RC3337124387,6,5.0,5c 2s,,,,Opponent: calls $0.03; Opponent: raises $0.1 to $0.15; ,,,,Opponent 3
RC3337124363,1,5.0,Qh 5h,9h 7c 2c,Kd,Ad,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.19; Opponent: calls $0.19; ,Opponent: checks; Opponent: checks; Opponent: shows [7h Th] (Pair of Sevens); Opponent: shows [Kc Jh] (Pair of Kings); ,Opponent collected $0.6 from pot
RC3337123572,2,5.27,Qd Jd,8h Td Qh,As,8d,Opponent: calls $0.05; Hero: calls $0.03; Opponent: raises $0.12 to $0.17; Opponent: calls $0.12; Hero: calls $0.12; ,Hero: checks; Opponent: checks; Opponent: bets $0.26; Hero: calls $0.26; Opponent: calls $0.26; ,Hero: checks; Opponent: checks; Opponent: bets $0.65; Opponent: calls $0.65; ,Opponent: checks; Opponent: bets $0.86; Opponent: raises $1.19 to $2.05; Opponent: calls $1.19; Opponent: shows [9d Ks] (Pair of Eights); Opponent: shows [Qc Th] (Pair of Queens and Pair of Tens); ,Opponent collected $6.47 from pot
RC3337123535,3,5.32,8h 3c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337123503,5,5.32,9d 6d,8d Qc 9h,,,Opponent: calls $0.05; Opponent: checks; ,Opponent: checks; Opponent: bets $0.06; ,,,Opponent collected $0.12 from pot
RC3337123472,4,5.32,6s 9s,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.39 to $0.52; ,,,,Opponent 2
RC3337123452,5,5.32,9c 7d,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 1
RC3337123431,1,5.32,Qc 8s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337123409,3,5.37,5s 3h,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3337123385,2,5.39,4s 7s,,,,,,,,Opponent 3
RC3337123362,5,5.39,8s Jd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337123328,6,5.39,7s Jd,,,,,,,,Opponent 3
RC3337123304,4,5.39,3h 8c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 6
RC3337123274,1,5.39,4s 5d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337123253,3,5.44,3h Kd,7c 8c Jh,7d,7h,Opponent: raises $0.08 to $0.13; Opponent: calls $0.11; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: bets $0.18; Opponent: calls $0.18; Opponent: shows [Ad Jd] (Sevens Full over Jacks); Opponent: shows [8d Ah] (Sevens Full over Eights); ,Opponent collected $0.85 from pot
RC3337123235,2,5.46,5d Th,,,,,,,,Opponent 3
RC3337123208,6,5.46,4d 2d,,,,,,,,Opponent 3
RC3337123184,5,5.39,8c 3s,,,,,,,,Opponent 3
RC3337123159,5,5.39,Jh 3c,4c 7s 8h,,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.15; ,,,Opponent collected $0.29 from pot
RC3337123127,5,5.39,5s Ad,2c 9d 6s,2s,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.15; ,,Opponent collected $0.29 from pot
RC3337123105,3,5.44,7s 9d,,,,,,,,Opponent 3
RC3337123084,1,5.44,Tc 4s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3337123042,5,5.44,9h Ah,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3337122995,2,5.46,Kd 7h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337122786,6,5.56,7d 7s,3h 3c 6s,,,Opponent: raises $0.05 to $0.1; Hero: calls $0.1; ,Opponent: bets $0.4; ,,,Opponent collected $0.26 from pot
RC3337122762,3,5.61,Td 5h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337122742,2,5.63,5c 2s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337122722,5,5.63,9h 2h,2d 8c 7d,6s,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.14; ,,Opponent collected $0.26 from pot
RC3337122676,1,5.63,2d 5s,,,,,,,,Opponent 3
RC3337122649,5,5.63,2d Ac,Th Qc 7c,5c,7h,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; ,Opponent: bets $0.09; Opponent: calls $0.09; ,Opponent: bets $0.13; Opponent: calls $0.13; ,Opponent: bets $0.97; Opponent: calls $0.97; Opponent: shows [Jc Js] (Pair of Jacks and Pair of Sevens); Opponent: shows [7d Ad] (Three Sevens); ,Opponent collected $2.51 from pot
RC3337122621,4,5.63,Qh 4c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 6
RC3337122564,6,5.63,3d 8h,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3337122540,2,5.58,6s 3d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 1
RC3337122520,3,5.63,7d 3c,,,,,,,,Opponent 3
RC3337122418,1,5.56,Ts 9s,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337122395,4,5.56,9c 4s,,,,,,,,Opponent 3
RC3337122368,5,5.56,7s Kd,6s Js 2d,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; ,Opponent: bets $0.11; ,,,Opponent collected $0.32 from pot
RC3337122345,1,5.56,9s 6c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3337122274,3,5.54,2c 9d,,,,,,,,Opponent 3
RC3337122250,2,5.56,6h Ks,,,,,,,,Opponent 3
RC3337122211,4,5.56,Qc 3s,8c 7s 6s,Qd,2c,Opponent: raises $0.06 to $0.11; Opponent: calls $0.09; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [3h 3d] (Pair of Treys); Opponent: shows [Ac 6c] (Pair of Sixes); ,Opponent collected $0.26 from pot
RC3337122182,5,5.56,3s 9h,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3337122062,6,5.49,Jh Qd,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337122040,4,5.42,2c Qd,7s Qh Jh,7c,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.13; ,,Opponent collected $0.25 from pot
RC3337122020,3,5.47,9d 5c,,,,,,,,Opponent 3
RC3337122002,1,5.47,6h Qd,Th 4d Ah,3d,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: bets $0.44; Opponent: raises $3.83 to $4.27 and is all-in; ,,Opponent collected $1.26 from pot
RC3337121979,2,5.49,Qs 6s,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.31 to $0.46; ,,,,Opponent 5
RC3337121946,5,5.49,7h 9h,6h 5s 6s,Kd,Td,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Qd Jd] (Pair of Sixes); Opponent: shows [7d 9d] (Pair of Sixes); ,Opponent collected $0.31 from pot
RC3337121924,6,5.49,9c 3h,,,,,,,,Opponent 3
RC3337121903,1,5.49,3s Ac,,,,,,,,Opponent 3
RC3337121718,3,5.59,Kc 9s,8c 8h Jc,,,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: bets $0.08; ,,,Opponent collected $0.21 from pot
RC3337121696,2,5.61,7s Kc,,,,,,,,Opponent 3
RC3337121640,6,5.61,As 8s,5c 7s 7c,Ad,Kc,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.11; Opponent: raises $0.24 to $0.35; Opponent: calls $0.24; ,Opponent: bets $0.75; Opponent: calls $0.75; ,Opponent: checks; Opponent: bets $4.28 and is all-in; Opponent: calls $3.41 and is all-in; Opponent: shows [Ac 4c] (Ace High Flush); Opponent: shows [Jd 7d] (Three Sevens); ,Opponent collected $9.02 from pot
RC3337121011,6,5.0,Js Ac,6c 8s As,6s,9s,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Hero: calls $0.1; Opponent: calls $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; Opponent: checks; Hero: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.32; ,Hero collected $0.91 from pot
RC3337120978,5,5.0,7h 2h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337120605,5,5.12,Ah Kh,4h 4d 5d,3s,7d,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.13; Hero: calls $0.13; ,Opponent: checks; Hero: checks; Opponent: shows [5h 6h] (Sevens-High Straight); Hero: shows [Ah Kh] (Pair of Fours); ,Opponent collected $0.46 from pot
RC3337120584,3,5.17,7d 3c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 1
RC3337120563,2,5.19,9s Th,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3337120416,1,5.0,As Ad,,,,Opponent: raises $0.08 to $0.13; Hero: raises $0.25 to $0.38; ,,,,Opponent 1
RC3337120393,4,5.0,Ad 9s,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.35 to $0.46; ,,,,Opponent 3
RC3337120373,5,5.0,Ts 3h,,,,,,,,Opponent 3
RC3337120332,1,5.0,2s 2h,4c 9c 3d,Th,Kd,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.25; ,Opponent collected $0.48 from pot
RC3337120289,2,5.0,Kc 3d,,,,,,,,Opponent 3
RC3337119992,3,5.0,6d Ah,8s Ad 9c,9d,,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: bets $0.52; ,,Opponent collected $0.21 from pot
RC3337119968,6,5.0,Qh 6h,,,,,,,,Opponent 3
RC3337119945,4,5.0,Ts Jh,,,,,,,,Opponent 3
RC3337119923,6,5.0,3d Th,,,,,,,,Opponent 3
RC3337119901,5,5.0,Tc 4s,Ts 8c 7s,Kd,Ah,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; Opponent: calls $0.2; ,Opponent: checks; Opponent: bets $0.46; Opponent: calls $0.46; ,Opponent: checks; Opponent: checks; ,Opponent: bets $1.23; Opponent: calls $1.23; Opponent: shows [6h 8h] (Pair of Eights); Opponent: shows [Td Ad] (Pair of Aces and Pair of Tens); ,Opponent collected $3.75 from pot
RC3337119870,2,5.0,Js 4d,,,,,,,,Opponent 3
RC3337119801,3,5.0,Qd 7c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3337119778,1,5.0,Kc 7d,6s 8h 3c,Ks,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; Opponent: bets $0.24; Opponent: calls $0.24; ,Opponent: checks; Opponent: bets $0.4; ,,Opponent collected $0.76 from pot
RC3337119754,4,5.0,5s Jd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337119729,4,5.0,7s Jh,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337119707,5,5.0,8c Th,4s Ts Qd,8h,7h,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Jh Tc] (Pair of Tens); Opponent: shows [Ah 4d] (Pair of Fours); ,Opponent collected $0.19 from pot
RC3337119681,2,5.0,Js 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337119659,1,5.0,Ah 7c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337119597,3,5.0,Kh 5s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3337581980,3,9.55,6s 9s,5d 6d Kc,Ah,,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: bets $0.08; Hero: calls $0.08; ,Hero: checks; Opponent: bets $0.13; ,,Opponent collected $0.37 from pot
RC3337581951,3,9.6,5d 2s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337581924,4,9.6,6h Kh,Ad 5d Td,2s,5h,Opponent: raises $0.07 to $0.12; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.22; ,Opponent collected $0.28 from pot
RC3337581548,6,8.96,Qh Qc,5d Jd Td,2s,2d,Hero: raises $0.05 to $0.1; Opponent: calls $0.08; Opponent: calls $0.05; ,Opponent: bets $0.15; Hero: calls $0.15; ,Opponent: bets $0.3; Hero: calls $0.3; ,Opponent: bets $0.05; Hero: calls $0.05; Opponent: shows [Js Ts] (Pair of Jacks and Pair of Tens); Hero: shows [Qh Qc] (Pair of Queens and Pair of Twos); ,Hero collected $1.24 from pot
RC3337581520,1,8.96,8d 7c,,,,,,,,Opponent 3
RC3337581493,1,8.96,6d Ks,3s 4s 9h,2d,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; Opponent: checks; ,Opponent: bets $0.27; ,,Opponent collected $0.34 from pot
RC3337581463,3,9.01,8d 3d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3337581433,5,9.01,Kd 5c,,,,,,,,Opponent 3
RC3337581398,4,9.01,Th 7h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337581366,2,9.03,Qd 8c,,,,,,,,Opponent 3
RC3337581331,4,9.03,9s 5c,6h Ts 9d,Ks,4d,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.16; Opponent: calls $0.16; Opponent: shows [Kh Td] (Pair of Kings and Pair of Tens); Opponent: shows [Th Jc] (Pair of Tens); ,Opponent collected $0.52 from pot
RC3337581256,1,9.03,Ts 6s,5h Kc 3c,As,Th,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.16; Opponent: calls $0.16; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Tc 9c] (Pair of Tens); Opponent: shows [4h 4s] (Pair of Fours); ,Opponent collected $0.61 from pot
RC3337581191,2,9.05,5h As,,,,Opponent: raises $0.12 to $0.17; ,,,,Opponent 6
RC3337581085,3,9.1,Qc Tc,9d Kh 5c,Js,Ks,Opponent: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; Opponent: calls $0.22; ,Opponent: checks; Opponent: bets $0.24; Opponent: calls $0.24; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [9c 8c] (Pair of Kings and Pair of Nines); Opponent: shows [Qs Ac] (Pair of Kings); ,Opponent collected $1.13 from pot
RC3337581024,6,9.1,7h Th,,,,,,,,Opponent 3
RC3337580992,5,9.1,5c Js,2h 7d 2s,3d,5s,Opponent: calls $0.05; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.05; ,Opponent collected $0.12 from pot
RC3337580958,1,9.1,Td 3c,,,,,,,,Opponent 3
RC3337580804,6,9.03,Qd Ts,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337580774,3,9.08,Ad 4s,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 2
RC3337580594,5,9.01,Ac Ad,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337580508,2,9.03,8s 4h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3337580476,4,9.03,4d 7h,Th 6d Qh,Ad,Ah,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.24; Opponent: calls $0.24; Opponent: shows [Ac 2c] (Three Aces); Opponent: shows [Jc Qd] (Pair of Aces and Pair of Queens); ,Opponent collected $0.76 from pot
RC3337580439,5,9.03,Tc 8s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337580409,5,9.03,5s 6c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337580363,1,9.03,7s Kc,4h 6c Th,7d,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.15; Opponent: raises $0.35 to $0.5; Opponent: calls $0.35; ,Opponent: bets $0.92; Opponent: raises $3.67 to $4.59 and is all-in; ,,Opponent collected $2.84 from pot
RC3337580334,4,9.03,4d Ah,2s Qc 5h,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.13; ,,,Opponent collected $0.24 from pot
RC3337580288,2,9.05,3d 7h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337580229,1,9.05,4c Tc,7h 3s 7d,Ad,,Opponent: raises $0.09 to $0.14; Opponent: calls $0.09; ,Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.36; ,,Opponent collected $0.46 from pot
RC3337580160,6,9.05,Ad Tc,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337580131,4,9.05,Kd 3c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337580091,6,9.05,Kh 5c,5d 7c 9c,2d,7d,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.25; Opponent: calls $0.25; ,Opponent: checks; Opponent: bets $0.8; Opponent: raises $0.86 to $1.66 and is all-in; Opponent: calls $0.86; Opponent: shows [7s As] (Three Sevens); Opponent: shows [8d Ad] (Ace High Flush); ,Opponent collected $4.05 from pot
RC3337580058,3,9.03,8s 7h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337580026,6,9.03,Qd Jc,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337579997,2,9.05,7h 4c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3337579967,3,9.1,2s Jc,,,,,,,,Opponent 3
RC3337579938,4,9.1,9d 7c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3337579691,3,9.2,8h 7h,Th Ts 5s,,,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: bets $0.08; ,,,Opponent collected $0.21 from pot
RC3337579555,4,9.13,Ks Jh,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337579449,2,9.08,Jc Ah,,,,Hero: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337579423,4,9.08,Tc Qh,Qd Jc 7c,9h,Qc,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.2; ,Opponent collected $0.38 from pot
RC3337579334,6,8.94,Qc As,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337579302,3,8.99,Jh 3d,,,,,,,,Opponent 3
RC3337579276,6,8.99,7d 3d,Qd Jc 9s,5s,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.42 to $0.52; Opponent: calls $0.42; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.8; ,,Opponent collected $1.01 from pot
RC3337579238,1,8.99,Qs 3h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337579206,1,8.99,4d Js,,,,,,,,Opponent 3
RC3337579170,6,8.99,6h 5s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337579137,5,8.99,8h 7d,,,,,,,,Opponent 3
RC3337579026,2,9.01,Qs 7d,Jc 5d 9h,3s,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.15; Opponent: raises $0.3 to $0.45; Opponent: calls $0.3; ,Opponent: checks; Opponent: bets $1.03; ,,Opponent collected $1.18 from pot
RC3337578996,1,9.01,9c Ks,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337578959,5,9.01,9s 2c,,,,,,,,Opponent 3
RC3337578599,3,9.31,4c 5c,As 4h 8h,Ah,7h,Opponent: raises $0.1 to $0.15; Hero: calls $0.1; ,Opponent: bets $0.05; Hero: calls $0.05; ,Opponent: bets $0.05; Hero: calls $0.05; ,Opponent: bets $0.05; Hero: calls $0.05; Opponent: shows [Jh 9h] (Ace High Flush); Hero: shows [4c 5c] (Pair of Aces and Pair of Fours); ,Opponent collected $0.57 from pot
RC3337578573,4,9.31,4c 8h,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3337578533,2,9.33,Jh 7h,,,,,,,,Opponent 3
RC3337578502,2,9.35,7s 9s,,,,,,,,Opponent 3
RC3337578472,4,9.35,3h 4d,,,,,,,,Opponent 3
RC3337578447,1,9.35,6c Ad,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337578423,2,9.37,3c 9d,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.23 to $0.35; ,,,,Opponent 6
