hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,flop_actions,turn_actions,river_actions,result
RC3337578394,4,9.37,2h Tc,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337578358,5,9.37,2d 4d,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.27 to $0.4; ,,,,Opponent 1
RC3337578327,5,9.37,5s Jd,Js Td 4c,2c,2h,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; Opponent: shows [6d 6h] (Pair of Sixes and Pair of Twos); Opponent: shows [5c 6c] (Pair of Twos); ,Opponent collected $0.48 from pot
RC3337578300,3,9.42,Kh 4s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337577980,6,9.23,Qc Ah,5h 3d Qs,As,,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: bets $0.3; ,,Hero collected $0.37 from pot
RC3337576897,2,9.48,Th 9c,9d 6c 2s,5s,8h,Opponent: total $0.5; Opponent: calls $0.05; Opponent: calls $0.05; Opponent: calls $0.05; Opponent: calls $0.05; Hero: calls $0.03; Opponent: checks; ,Hero: checks; Opponent: checks; Opponent: checks; Opponent: bets $0.27; Opponent: calls $0.27; Hero: calls $0.27; Opponent: calls $0.27; ,Hero: checks; Opponent: checks; Opponent: checks; Opponent: bets $0.63; Opponent: raises $1.13 to $1.76; Opponent: calls $1.13; ,Opponent: bets $2.92 and is all-in; Opponent: calls $2.92; Opponent: shows [8s 7d] (Nines-High Straight); Opponent: shows [7s 6s] (Nines-High Straight); ,Opponent collected $5.51 from pot
RC3337576866,5,9.48,Kh 5c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337576835,3,9.53,5h Tc,,,,,,,,Opponent 3
RC3337576545,4,9.42,Js Kh,6d 5d Jc,,,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; ,,,Hero collected $0.21 from pot
RC3337576515,2,9.44,4d 2d,2c Ks 9h,6s,Jh,Opponent: raises $0.05 to $0.1; Opponent: raises $0.45 to $0.55; Opponent: calls $0.45; ,Opponent: checks; Opponent: bets $0.62; Opponent: calls $0.62; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $1.89; ,Opponent collected $2.18 from pot
RC3337576488,6,9.44,7h 6d,Jh Kd Kh,Qs,7c,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: checks; Opponent: bets $0.4; Opponent: calls $0.4; ,Opponent: checks; Opponent: bets $1; Opponent: calls $1; Opponent: shows [6h 8h] (Pair of Kings); Opponent: shows [Td Ac] (Aces-High Straight); ,Opponent collected $3.14 from pot
RC3337576457,3,9.49,2h Tc,2s Ac 5h,Kh,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.15; Opponent: raises $0.2 to $0.35; Opponent: raises $1.15 to $1.5; ,,Opponent collected $0.94 from pot
RC3337576051,1,9.59,3c 3s,4c 8c Td,Ad,2d,Hero: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.19; ,Opponent collected $0.24 from pot
RC3337576024,6,9.59,4h 6d,Qd 6s 2c,7d,Kh,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Ah Jd] (Ace-High); Opponent: shows [Td As] (Ace-High); ,Opponent collected $0.31 from pot
RC3337575995,4,9.59,Qd 4c,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.23 to $0.34; ,,,,Opponent 1
RC3337575961,1,9.59,3s 7c,5d As 3h,Qd,9d,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: bets $0.66; Opponent: calls $0.66; Opponent: shows [Jd 6d] (Queen High Flush); Opponent: shows [9c Qc] (Pair of Queens and Pair of Nines); ,Opponent collected $1.61 from pot
RC3337575911,5,9.59,Qh 2s,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.33 to $0.45; ,,,,Opponent 2
RC3337575875,4,9.59,Qc 6h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337575845,4,9.59,Qd 7d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337575814,4,9.59,4h Qh,,,,,,,,Opponent 3
RC3337575787,1,9.59,7s 5c,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.24 to $0.36; ,,,,Opponent 3
RC3337575737,5,9.59,6h 5c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3337575696,2,9.61,8s 7d,,,,,,,,Opponent 3
RC3337575667,3,9.66,Kd 5s,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3337575618,5,9.66,Tc Js,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.45 to $0.6; ,,,,Opponent 3
RC3337575558,4,9.66,Tc 7s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337575526,3,9.71,Jd 5s,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3337575417,6,9.64,6s 6h,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337575388,1,9.64,6s 5h,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.43 to $0.55; ,,,,Opponent 3
RC3337575354,3,9.69,8c 3d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337575326,5,9.69,Qc 7s,8s 9d 4c,Jh,Ad,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; Opponent: calls $0.05; ,Opponent: bets $0.3; Opponent: calls $0.3; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Qh Js] (Pair of Jacks); Opponent: shows [Qs As] (Pair of Aces); ,Opponent collected $0.86 from pot
RC3337575297,2,9.71,Ts 3h,,,,,,,,Opponent 3
RC3337575263,4,9.71,Td 4h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; ,,,,Opponent 1
RC3337575234,6,9.71,Jd Ts,7s Ac 5d,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: bets $0.12; ,,,Opponent collected $0.23 from pot
RC3337575206,6,9.71,6d Kc,3d Ac Ks,,,Opponent: calls $0.03; Opponent: checks; ,Opponent: bets $0.05; ,,,Opponent collected $0.1 from pot
RC3337575177,6,9.71,As 2h,,,,,,,,Opponent 3
RC3337575146,4,9.71,Ac 8h,,,,,,,,Opponent 3
RC3337575028,1,9.64,9c Ac,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337574986,3,9.69,9h Js,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337574952,2,9.71,8h 2s,,,,,,,,Opponent 3
RC3337574919,6,9.71,Jh 3d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337574885,4,9.71,4d Kd,Qh 6s Qs,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.09; ,,,Opponent collected $0.24 from pot
RC3337574854,1,9.71,Jd 9h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337524316,2,8.81,Ad Qc,Ks Kd Qd,9h,,Opponent: raises $0.1 to $0.15; Hero: raises $0.45 to $0.6; Opponent: calls $0.45; ,Hero: bets $0.42; Opponent: calls $0.42; ,Hero: bets $0.7; ,,Hero collected $1.92 from pot
RC3337524268,1,8.81,2h 7d,,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: raises $0.4 to $0.5; ,,,,Opponent 6
RC3337524221,3,8.86,8s 6d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337524182,5,8.86,Ah 3c,,,,,,,,Opponent 3
RC3337524157,2,8.88,8s 2c,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; ,,,,Opponent 6
RC3337524131,6,8.88,3h 5d,,,,Opponent: raises $0.15 to $0.2; ,,,,Opponent 5
RC3337524100,1,8.88,2c 2s,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3337523987,3,8.93,3h Js,6h 2h Ac,2s,9d,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.12; Opponent: calls $0.12; ,Opponent: checks; Opponent: bets $0.49; Opponent: calls $0.49; ,Opponent: checks; Opponent: bets $1.75; ,Opponent collected $1.43 from pot
RC3337523898,5,8.86,Kd Kc,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337523778,1,8.79,Ac Kc,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337523748,5,8.79,2d Th,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3337523720,5,8.79,Ks 4d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337523681,6,8.79,5s 6h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337523652,3,8.84,Tc 7h,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.33 to $0.45; ,,,,Opponent 2
RC3337523622,6,8.84,Ts 2c,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.24 to $0.36; ,,,,Opponent 1
RC3337523555,4,8.84,4d 9s,,,,,,,,Opponent 3
RC3337523515,2,8.86,6c 9s,,,,,,,,Opponent 3
RC3337523484,4,8.86,As Td,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.42 to $0.55; ,,,,Opponent 2
RC3337523442,3,8.91,Td 9h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3337523414,3,8.96,9c 5d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3337523381,1,8.96,5s Tc,,,,,,,,Opponent 3
RC3337523355,2,8.98,Th 4c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3337523241,5,8.91,Qh Ks,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337523205,3,8.96,6d 3c,3s Ad Jd,Qc,3h,Opponent: raises $0.06 to $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [9c 8c] (Pair of Treys); Opponent: shows [7c 4c] (Pair of Treys); ,Opponent collected $0.14 from pot
RC3337522914,5,9.35,Ks Kc,4c 9d 3h,6d,2s,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: bets $0.05; Hero: calls $0.05; ,Opponent: checks; Hero: bets $0.24; Opponent: calls $0.24; ,Opponent: bets $0.57; ,Opponent collected $0.76 from pot
RC3337522885,6,9.35,6s 4c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 2
RC3337522845,5,9.35,3d Td,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 2
RC3337522749,6,9.28,Td Ah,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337522714,6,9.28,Jh 7c,9c Tc Qh,Ah,6d,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.11; Opponent: raises $0.3 to $0.41; Opponent: calls $0.3; ,Opponent: bets $0.7; Opponent: calls $0.7; ,Opponent: bets $0.61; Opponent: calls $0.61; Opponent: shows [Th 9s] (Pair of Tens and Pair of Nines); Opponent: shows [Jd Td] (Pair of Tens); ,Opponent collected $3.44 from pot
RC3337522688,4,9.28,9s Ts,Jc 6d Js,3c,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.13; ,Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: bets $0.33; ,,Opponent collected $0.41 from pot
RC3337522647,3,9.33,5d 6c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337522617,2,9.35,4d Td,Qd 3d 3s,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.25 to $0.38; Opponent: calls $0.25; ,Opponent: checks; Opponent: bets $0.63; ,,,Opponent collected $0.79 from pot
RC3337522586,4,9.35,Jc 9c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 5
RC3337522526,3,9.4,Jd 4h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337522388,2,9.42,4h Th,Kh 3c Jc,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.08; ,,,Opponent collected $0.23 from pot
RC3337521674,1,5.33,As Ah,Kh Ac 8s,3h,Js,Opponent: raises $0.08 to $0.13; Hero: raises $0.25 to $0.38; Opponent: raises $0.83 to $1.21; Hero: raises $4.12 to $5.33 and is all-in; Opponent: calls $3.03 and is all-in; Hero: shows [As Ah]; Opponent: shows [Ad Kc]; ,,,,Hero collected $8.33 from pot
RC3337521642,6,5.33,3h 6c,5c 3c 7c,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.12; ,Opponent: checks; Opponent: bets $0.08; ,,,Opponent collected $0.3 from pot
RC3337521608,1,5.33,3c 2c,3h Ts Td,9d,2h,Opponent: raises $0.05 to $0.1; Opponent: raises $0.14 to $0.24; Opponent: raises $0.64 to $0.88; Opponent: calls $0.64; ,Opponent: bets $0.45; Opponent: calls $0.45; ,Opponent: checks; Opponent: checks; ,Opponent: bets $1.52; ,Opponent collected $2.53 from pot
RC3337521568,4,5.33,Qh Tc,,,,,,,,Opponent 3
RC3337521539,2,5.35,5h Kc,,,,,,,,Opponent 3
RC3337521492,1,5.35,3d 8c,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; Opponent: raises $0.71 to $1.03; ,,,,Opponent 5
RC3337521465,5,5.35,4s 9s,,,,,,,,Opponent 3
RC3337521436,1,5.35,8h Kd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3337521404,5,5.28,8h 2c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3337521378,2,5.3,Kc 8s,9s 3d 2h,Qd,Kd,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [3h Kh] (Pair of Kings and Pair of Treys); Opponent: shows [Ad Jh] (Ace-High); ,Opponent collected $0.21 from pot
RC3337521333,3,5.35,Kh 6c,,,,,,,,Opponent 3
RC3337521303,1,5.35,Qh 6h,7s 3s 5s,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.11; ,Opponent: bets $0.1; ,,,Opponent collected $0.28 from pot
RC3337521164,2,5.3,8s 9s,Ks Js 8h,,,Hero: calls $0.03; Opponent: checks; ,Hero: bets $0.05; ,,,Hero collected $0.1 from pot
RC3337521136,3,5.35,Qc 6d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3337521078,2,5.37,Jc 2s,Ks 2c 6s,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.11; ,,,Opponent collected $0.31 from pot
RC3337521043,5,5.37,6c 8h,,,,,,,,Opponent 3
RC3337520808,1,5.18,Kh As,,,,Opponent: raises $0.08 to $0.13; Hero: raises $0.25 to $0.38; ,,,,Opponent 1
RC3337520772,6,5.18,Ks 9d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3337520740,4,5.18,8c Ah,,,,,,,,Opponent 3
RC3337520706,6,5.18,4s 3s,9d Jc Th,Ts,Qs,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.05; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.23; ,Opponent collected $0.29 from pot
RC3337520633,6,5.18,Qh Kd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337520604,3,5.23,2s Ac,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.39 to $0.5; ,,,,Opponent 2
RC3337520573,6,5.23,7h 3d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3337520519,5,5.23,3h 8d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337520491,2,5.25,6s Qh,Ts 2s Jh,9d,Js,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.38; ,Opponent collected $0.48 from pot
RC3337520449,5,5.25,Tc 8c,,,,,,,,Opponent 3
RC3337520423,1,5.25,3s 4c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3337520381,3,5.3,8d 3h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337520350,5,5.3,5d 8s,Ad Js 3d,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.11; ,,,Opponent collected $0.21 from pot
RC3337520293,1,5.3,3c Qd,,,,Opponent: raises $0.07 to $0.12; ,,,,Opponent 6
RC3337520247,2,5.32,5d As,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 1
RC3337520217,4,5.32,4c Td,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.3 to $0.4; ,,,,Opponent 2
RC3337520187,5,5.32,Jh 2s,5h Qs Th,Tc,7d,Opponent: raises $0.12 to $0.17; Opponent: calls $0.12; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.18; Opponent: calls $0.18; ,Opponent: bets $0.36; ,Opponent collected $0.69 from pot
RC3337519982,5,5.18,Th Kc,5s Kd 7h,,,Hero: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Hero: bets $0.1; ,,,Hero collected $0.24 from pot
RC3337519949,3,5.23,6d Qs,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3337519917,1,5.23,8c 3d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3337519878,2,5.25,2h Qd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337519176,5,5.25,Tc 6d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337519145,6,5.25,4s Qs,Kd Tc 2h,,,Opponent: raises $0.15 to $0.2; Opponent: calls $0.15; ,Opponent: checks; Opponent: bets $0.25; ,,,Opponent collected $0.4 from pot
RC3337519093,6,5.25,4s 3h,Ac 6h Qc,3s,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.15; ,,Opponent collected $0.29 from pot
RC3337519068,4,5.25,3h 8c,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.3 to $0.4; ,,,,Opponent 3
RC3337518712,3,5.02,7h 6h,8c 6s 3c,Js,5s,Opponent: raises $0.1 to $0.15; Hero: calls $0.1; ,Opponent: bets $0.1; Hero: calls $0.1; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; Opponent: shows [Th Ah] (Ace-High); Hero: shows [7h 6h] (Pair of Sixes); ,Hero collected $0.48 from pot
RC3337518683,6,5.02,Kh 7h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337518654,6,5.02,9s 8d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3337518567,3,5.0,7s 9s,,,,,,,,Opponent 3
RC3337518541,4,5.0,Td 7h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $13.58 to $13.68 and is all-in; ,,,,Opponent 3
RC3337518507,4,5.0,6h 3d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337518444,1,5.0,5d 7h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3337518410,4,5.0,7h Qd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3337518377,2,5.0,7d 3s,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.25 to $0.36; ,,,,Opponent 1
RC3337518342,1,5.0,7s Ts,,,,,,,,Opponent 3
RC3337518314,4,5.0,5c Ts,Jh 3s 9s,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.41 to $0.52; Opponent: calls $0.41; ,Opponent: bets $0.36; ,,,Opponent collected $1.04 from pot
RC3337518280,4,5.0,8c Qs,6h Kd As,,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: bets $0.1; ,,,Opponent collected $0.29 from pot
RC3337515783,2,5.0,Jh 3h,,,,,,,,Opponent 3
RC3337515755,1,5.0,4h Qh,,,,,,,,Opponent 3
RC3337515719,1,5.0,3s 7h,,,,,,,,Opponent 3
RC3337515686,4,5.0,9d Qd,2s Td As,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.16; ,,,Opponent collected $0.28 from pot
RC3337515554,6,5.0,5d 5c,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; ,,,,Opponent 1
RC3337515468,3,5.0,3s Ad,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3337515439,6,5.0,Ks 6h,3d 5d 7c,3c,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.17; ,,Opponent collected $0.21 from pot
RC3337515389,6,5.0,8s Ad,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337515360,2,5.0,2h 8d,Qc As 6d,6c,,Opponent: calls $0.05; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.06; ,,Opponent collected $0.12 from pot
RC3337515315,5,5.0,6d 9d,,,,,,,,Opponent 3
RC3337515287,4,5.0,4c 4h,8d Qh Qc,Th,5c,Opponent: raises $0.08 to $0.13; Opponent: raises $0.26 to $0.39; Opponent: raises $0.71 to $1.1; Opponent: calls $0.97; Opponent: raises $5.32 to $6.42 and is all-in; Opponent: calls $5.32; Opponent: calls $2.41 and is all-in; Opponent: shows [Kc Kd]; Opponent: shows [Ks As]; Opponent: shows [Ad 6d]; ,,,,Opponent collected $5.77 from pot
RC3337515101,5,5.0,Kd Jd,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.27 to $0.37; ,,,,Opponent 6
RC3337515070,3,5.04,2d 7c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337515030,6,5.04,9c 6d,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.15 to $0.25; ,,,,Opponent 3
RC3337515001,4,5.04,2d Kd,,,,,,,,Opponent 3
RC3337514973,6,5.04,5s 8h,,,,,,,,Opponent 3
RC3337514894,3,5.09,Kc 3h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337514868,1,5.09,As 2c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337514839,2,5.11,Ts 3s,4h 7h Kh,Tc,2h,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.17; Opponent: calls $0.17; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.34; ,Opponent collected $0.54 from pot
RC3337514811,5,5.11,4h Ks,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; ,,,,Opponent 3
RC3337514779,1,5.11,6d 9s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3337514754,2,5.13,6d 2h,,,,,,,,Opponent 3
RC3337474726,2,5.15,2d 5s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337474443,4,5.25,Th Jh,4s Ks 8c,6c,3h,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; Opponent: shows [As 6s] (Pair of Sixes); Hero: shows [Th Jh] (King-High); ,Opponent collected $0.21 from pot
RC3337474409,3,5.3,Kh 7d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337474227,5,5.4,Ts Ks,Ad Td 5c,8d,,Hero: raises $0.05 to $0.1; Opponent: raises $0.3 to $0.4; Opponent: calls $0.35; ,Opponent: checks; Opponent: bets $0.31; Opponent: calls $0.31; ,Opponent: checks; Opponent: bets $0.51; ,,Opponent collected $1.4 from pot
RC3337474195,3,5.45,2c 9s,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337474167,1,5.45,2d 7c,4s 8s 6d,,,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.12; ,,,Opponent collected $0.23 from pot
RC3337474128,2,5.47,9d 7s,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3337474018,6,5.4,9c 9d,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3337473981,3,5.45,2c 9h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3337473804,2,5.4,Ad Th,,,,Hero: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337473470,1,5.18,Kc Qc,Ks 4d Qd,2c,,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.12; Opponent: calls $0.12; ,Opponent: checks; Hero: bets $0.36; ,,Hero collected $0.44 from pot
RC3337473436,4,5.18,Td 4c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3337473406,3,5.23,4d Jc,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3337473375,4,5.23,Kc 6d,,,,,,,,Opponent 3
RC3337473347,4,5.23,2s Qs,,,,Opponent: raises $0.07 to $0.12; Opponent: raises $0.29 to $0.41; ,,,,Opponent 2
RC3337473314,5,5.23,Ac 4d,Jh Kd 5h,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.09 to $0.19; Opponent: raises $0.49 to $0.68; Opponent: calls $0.49; ,Opponent: checks; Opponent: bets $0.71; ,,,Opponent collected $1.34 from pot
RC3337473290,4,5.23,4c 7s,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 5
RC3337473259,4,5.23,7s 3d,Kh Td 9c,,,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.11; ,,,Opponent collected $0.3 from pot
RC3337473224,1,5.23,5d 3c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3337473134,1,5.23,Js 3d,Kc 7d Th,7s,Jh,Opponent: raises $0.1 to $0.15; Opponent: calls $0.15; ,Opponent: bets $0.28; Opponent: calls $0.28; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [6c 5c] (Pair of Sevens); Opponent: shows [Kd As] (Pair of Kings and Pair of Sevens); ,Opponent collected $0.89 from pot
RC3337472297,3,5.28,5s 2h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3337472268,6,5.28,8d Js,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
